timestamp,serial_number,packet_counter,unix_time,lat,lon,alt_m,vspeed_ms,espeed_ms,nspeed_ms,satellites,temp_c,rh_percent,battery_v,rssi_dbm,pressure_hpa,dewpoint_c,mixing_ratio,theta,theta_e
2026-01-03T22:46:07.035360,1,1,1615075204,0.0,0.0,-17.0,0.0,0.0,0.0,0,18.309375,57.5,0.32352941176470584,-40,1034.0,9.76884093306635,7.360416395788446,288.68562254865117,307.42801702768406
2026-01-03T22:46:09.031967,1,3,1615075206,0.0,0.0,-17.0,0.0,0.0,0.0,0,18.40625,59.0,0.32352941176470584,-40,1034.0,10.244811161283582,7.601385900048368,288.781575611353,308.15731079162356
2026-01-03T22:46:10.030678,1,4,1615075207,0.0,0.0,-17.0,0.0,0.0,0.0,0,18.46875,62.0,0.32352941176470584,-39,1034.0,11.049229041349772,8.02465752136004,288.84348081309605,309.3350562946026
2026-01-03T22:46:11.033343,1,5,1615075208,0.0,0.0,-17.0,0.0,0.0,0.0,0,18.46875,66.5,0.3105882352941176,-39,1034.0,12.110302928366805,8.61515949398287,288.84348081309605,310.8986959825496
2026-01-03T22:46:12.032007,1,6,1615075209,0.0,0.0,-17.0,0.0,0.0,0.0,0,18.5625,61.5,0.3105882352941176,-39,1034.0,11.015598089566089,8.006620440920967,288.9363386157107,309.38005095693995
2026-01-03T22:46:13.030054,1,7,1615075210,0.0,0.0,-17.0,0.0,0.0,0.0,0,18.625,60.0,0.32352941176470584,-39,1034.0,10.702635387958587,7.83990102005923,288.9982438174538,309.00184479392385
2026-01-03T22:46:14.029138,1,8,1615075211,0.0,0.0,-17.0,0.0,0.0,0.0,0,18.46875,61.0,0.32352941176470584,-39,1034.0,10.8042465729681,7.893585010868032,288.84348081309605,308.98904633128706
2026-01-03T22:46:15.042453,1,9,1615075212,0.0,0.0,-17.0,0.0,0.0,0.0,0,18.4375,59.5,0.32352941176470584,-39,1034.0,10.400692643923769,7.68182496664942,288.81252821222455,308.39996841220335
2026-01-03T22:46:16.034618,1,10,1615075213,0.0,0.0,-17.0,0.0,0.0,0.0,0,18.40625,58.0,0.32352941176470584,-38,1034.0,9.988904353418453,7.471001356089637,288.781575611353,307.8143529432017
2026-01-03T22:46:17.038183,1,11,1615075214,0.0,0.0,-17.0,0.0,0.0,0.0,0,18.40625,56.5,0.3105882352941176,-39,1034.0,9.597651943897805,7.275525764019964,288.781575611353,307.3008973663001
2026-01-03T22:46:18.035586,1,12,1615075215,0.0,0.0,-17.0,0.0,0.0,0.0,0,18.4375,58.0,0.3105882352941176,-39,1034.0,10.018175020900973,7.485834802016455,288.81252821222455,307.88423815404326
2026-01-03T22:46:19.042702,1,13,1615075216,0.0,0.0,-17.0,0.0,0.0,0.0,0,18.4375,63.0,0.3105882352941176,-39,1034.0,11.261194859779877,8.13961030719534,288.81252821222455,309.60795683067545
2026-01-03T22:46:20.043047,1,14,1615075217,0.0,0.0,-17.0,0.0,0.0,0.0,0,18.5,62.0,0.3105882352941176,-38,1034.0,11.078731374857476,8.040596660974874,288.8744334139676,309.4080362803725
2026-01-03T22:46:21.048556,1,15,1615075218,0.0,0.0,-17.0,0.0,0.0,0.0,0,18.53125,58.0,0.3105882352941176,-39,1034.0,10.105985672515091,7.530492820608242,288.90538601483917,308.09433502955534
2026-01-03T22:46:22.037654,1,16,1615075219,0.0,0.0,-17.0,0.0,0.0,0.0,0,18.53125,61.5,0.3105882352941176,-39,1034.0,10.986124491046228,7.990757069861888,288.90538601483917,309.30728317566155
2026-01-03T22:46:23.042722,1,17,1615075220,0.0,0.0,-17.0,0.0,0.0,0.0,0,18.5,57.5,0.3105882352941176,-39,1034.0,9.947210219186752,7.450014988962926,288.8744334139676,307.85185058384764
2026-01-03T22:46:24.041035,1,18,1615075221,0.0,0.0,-17.0,0.0,0.0,0.0,0,18.4375,56.0,0.3105882352941176,-38,1034.0,9.494346949049213,7.224704289229184,288.81252821222455,307.1984368069337
2026-01-03T22:46:25.036209,1,19,1615075222,0.0,0.0,-17.0,0.0,0.0,0.0,0,18.375,56.0,0.3105882352941176,-39,1034.0,9.436047394734379,7.196109393279737,288.75062301048143,307.0616468910453
2026-01-03T22:46:26.039626,1,20,1615075223,0.0,0.0,-17.0,0.0,0.0,0.0,0,18.375,55.5,0.3105882352941176,-39,1034.0,9.302576239487905,7.131121790283647,288.75062301048143,306.891248278032
2026-01-03T22:46:27.035300,1,21,1615075224,0.0,0.0,-17.0,0.0,0.0,0.0,0,18.215625,56.5,0.3105882352941176,-39,1034.0,9.419647394781757,7.187987377006244,288.59276474603655,306.8827943807581
2026-01-03T22:46:28.040491,1,22,1615075225,0.0,0.0,-17.0,0.0,0.0,0.0,0,18.184375,57.0,0.3105882352941176,-38,1034.0,9.521674821243254,7.237949773417159,288.561812145165,306.98296479561236
2026-01-03T22:46:29.035629,1,23,1615075226,0.0,0.0,-17.0,0.0,0.0,0.0,0,18.184375,59.0,0.3105882352941176,-53,1034.0,10.036562657292636,7.494973127516303,288.561812145165,307.65808101316077
2026-01-03T22:46:30.030301,1,24,1615075227,0.0,0.0,-17.0,0.0,0.0,0.0,0,18.375,57.0,0.3105882352941176,-44,1034.0,9.699865907245087,7.326124885893646,288.75062301048143,307.40283378543046
2026-01-03T22:46:31.033631,1,25,1615075228,0.0,0.0,-17.0,0.0,0.0,0.0,0,18.65625,56.5,0.3105882352941176,-46,1034.0,9.831087285747245,7.391769848633385,289.02919641832534,307.8532438166485
