timestamp,SN,counter,time,lat,lon,alt,vSpeed,eSpeed,nSpeed,sats,temp,rh,battery,rssi
2026-01-03T23:34:54.075068,1, 2179, 1767479693, 0, 0, -17000, 0, 0, 0, 0, 5698, 116, 21, -65.00
2026-01-03T23:34:55.076278,1, 2180, 1767479694, 0, 0, -17000, 0, 0, 0, 0, 5688, 115, 21, -66.00
2026-01-03T23:34:56.075966,1, 2181, 1767479695, 0, 0, -17000, 0, 0, 0, 0, 5688, 115, 21, -67.00
2026-01-03T23:34:57.076437,1, 2182, 1767479696, 0, 0, -17000, 0, 0, 0, 0, 5668, 114, 21, -65.00
2026-01-03T23:34:58.078764,1, 2183, 1767479697, 0, 0, -17000, 0, 0, 0, 0, 5647, 116, 21, -65.00
2026-01-03T23:34:59.082438,1, 2184, 1767479698, 0, 0, -17000, 0, 0, 0, 0, 5647, 115, 21, -64.00
2026-01-03T23:35:00.075527,1, 2185, 1767479699, 0, 0, -17000, 0, 0, 0, 0, 5647, 116, 21, -63.00
2026-01-03T23:35:01.070260,1, 2186, 1767479700, 0, 0, -17000, 0, 0, 0, 0, 5637, 115, 21, -63.00
2026-01-03T23:35:02.074338,1, 2187, 1767479701, 0, 0, -17000, 0, 0, 0, 0, 5637, 114, 21, -64.00
2026-01-03T23:35:03.074816,1, 2188, 1767479702, 0, 0, -17000, 0, 0, 0, 0, 5637, 115, 21, -62.00
2026-01-03T23:35:04.068000,1, 2189, 1767479703, 0, 0, -17000, 0, 0, 0, 0, 5647, 115, 21, -63.00
2026-01-03T23:35:05.081971,1, 2190, 1767479704, 0, 0, -17000, 0, 0, 0, 0, 5647, 116, 21, -62.00
2026-01-03T23:35:06.073493,1, 2191, 1767479705, 0, 0, -17000, 0, 0, 0, 0, 5627, 116, 21, -63.00
2026-01-03T23:35:07.074377,1, 2192, 1767479706, 0, 0, -17000, 0, 0, 0, 0, 5627, 116, 21, -64.00
2026-01-03T23:35:08.070509,1, 2193, 1767479707, 0, 0, -17000, 0, 0, 0, 0, 5597, 115, 21, -63.00
2026-01-03T23:35:09.077134,1, 2194, 1767479708, 0, 0, -17000, 0, 0, 0, 0, 5587, 117, 21, -62.00
2026-01-03T23:35:10.076366,1, 2195, 1767479709, 0, 0, -17000, 0, 0, 0, 0, 5597, 115, 21, -65.00
2026-01-03T23:35:11.081896,1, 2196, 1767479710, 0, 0, -17000, 0, 0, 0, 0, 5556, 115, 21, -64.00
2026-01-03T23:35:12.074657,1, 2197, 1767479711, 0, 0, -17000, 0, 0, 0, 0, 5556, 116, 21, -65.00
2026-01-03T23:35:13.071399,1, 2198, 1767479712, 0, 0, -17000, 0, 0, 0, 0, 5587, 116, 21, -63.00
2026-01-03T23:35:14.072054,1, 2199, 1767479713, 0, 0, -17000, 0, 0, 0, 0, 5556, 115, 21, -63.00
2026-01-03T23:35:15.076654,1, 2200, 1767479714, 0, 0, -17000, 0, 0, 0, 0, 5567, 116, 21, -62.00
2026-01-03T23:35:16.081881,1, 2201, 1767479715, 0, 0, -17000, 0, 0, 0, 0, 5546, 115, 21, -63.00
2026-01-03T23:35:17.069048,1, 2202, 1767479716, 0, 0, -17000, 0, 0, 0, 0, 5536, 116, 21, -62.00
2026-01-03T23:35:18.064896,1, 2203, 1767479717, 0, 0, -17000, 0, 0, 0, 0, 5536, 117, 21, -63.00
2026-01-03T23:35:19.066844,1, 2204, 1767479718, 0, 0, -17000, 0, 0, 0, 0, 5496, 116, 21, -63.00
2026-01-03T23:35:20.084310,1, 2205, 1767479719, 0, 0, -17000, 0, 0, 0, 0, 5496, 116, 21, -64.00
2026-01-03T23:35:21.081830,1, 2206, 1767479720, 0, 0, -17000, 0, 0, 0, 0, 5506, 117, 21, -62.00
2026-01-03T23:35:22.069549,1, 2207, 1767479721, 0, 0, -17000, 0, 0, 0, 0, 5536, 118, 21, -62.00
2026-01-03T23:35:23.069092,1, 2208, 1767479722, 0, 0, -17000, 0, 0, 0, 0, 5546, 117, 21, -62.00
2026-01-03T23:35:24.364461,1, 2209, 1767479723, 0, 0, -17000, 0, 0, 0, 0, 5546, 116, 21, -62.00
2026-01-03T23:35:25.070458,1, 2210, 1767479724, 0, 0, -17000, 0, 0, 0, 0, 5567, 116, 21, -62.00
2026-01-03T23:35:26.070387,1, 2211, 1767479725, 0, 0, -17000, 0, 0, 0, 0, 5597, 117, 21, -63.00
2026-01-03T23:35:27.078281,1, 2212, 1767479726, 0, 0, -17000, 0, 0, 0, 0, 5597, 116, 21, -62.00
2026-01-03T23:35:28.071969,1, 2213, 1767479727, 0, 0, -17000, 0, 0, 0, 0, 5617, 117, 21, -62.00
2026-01-03T23:35:29.063772,1, 2214, 1767479728, 0, 0, -17000, 0, 0, 0, 0, 5617, 116, 21, -63.00
2026-01-03T23:35:30.076131,1, 2215, 1767479729, 0, 0, -17000, 0, 0, 0, 0, 5577, 116, 21, -63.00
2026-01-03T23:35:31.065921,1, 2216, 1767479730, 0, 0, -17000, 0, 0, 0, 0, 5597, 115, 21, -63.00
2026-01-03T23:35:32.074871,1, 2217, 1767479731, 0, 0, -17000, 0, 0, 0, 0, 5577, 117, 21, -63.00
2026-01-03T23:35:33.073183,1, 2218, 1767479732, 0, 0, -17000, 0, 0, 0, 0, 5577, 116, 21, -63.00
2026-01-03T23:35:34.080105,1, 2219, 1767479733, 0, 0, -17000, 0, 0, 0, 0, 5567, 116, 21, -62.00
