timestamp,SN,counter,time,lat,lon,alt,vSpeed,eSpeed,nSpeed,sats,temp,rh,battery,rssi
2026-01-03T23:25:08.078513,1, 1593, 1767479107, 0, 0, -17000, 0, 0, 0, 0, 5476, 116, 21, -59.00
2026-01-03T23:25:09.067773,1, 1594, 1767479108, 0, 0, -17000, 0, 0, 0, 0, 5476, 114, 21, -59.00
2026-01-03T23:25:10.074257,1, 1595, 1767479109, 0, 0, -17000, 0, 0, 0, 0, 5476, 115, 22, -59.00
2026-01-03T23:25:11.072181,1, 1596, 1767479110, 0, 0, -17000, 0, 0, 0, 0, 5486, 115, 21, -59.00
2026-01-03T23:25:12.073763,1, 1597, 1767479111, 0, 0, -17000, 0, 0, 0, 0, 5476, 115, 21, -59.00
2026-01-03T23:25:13.077084,1, 1598, 1767479112, 0, 0, -17000, 0, 0, 0, 0, 5476, 114, 21, -59.00
2026-01-03T23:25:14.063258,1, 1599, 1767479113, 0, 0, -17000, 0, 0, 0, 0, 5476, 116, 21, -59.00
2026-01-03T23:25:15.062942,1, 1600, 1767479114, 0, 0, -17000, 0, 0, 0, 0, 5445, 115, 21, -59.00
2026-01-03T23:25:16.060371,1, 1601, 1767479115, 0, 0, -17000, 0, 0, 0, 0, 5456, 116, 21, -60.00
2026-01-03T23:25:17.069734,1, 1602, 1767479116, 0, 0, -17000, 0, 0, 0, 0, 5456, 115, 21, -61.00
2026-01-03T23:25:18.074626,1, 1603, 1767479117, 0, 0, -17000, 0, 0, 0, 0, 5456, 117, 21, -61.00
2026-01-03T23:25:19.083835,1, 1604, 1767479118, 0, 0, -17000, 0, 0, 0, 0, 5445, 115, 21, -61.00
2026-01-03T23:25:20.070595,1, 1605, 1767479119, 0, 0, -17000, 0, 0, 0, 0, 5445, 116, 21, -61.00
2026-01-03T23:25:21.077425,1, 1606, 1767479120, 0, 0, -17000, 0, 0, 0, 0, 5486, 115, 22, -62.00
2026-01-03T23:25:22.068342,1, 1607, 1767479121, 0, 0, -17000, 0, 0, 0, 0, 5435, 116, 22, -62.00
2026-01-03T23:25:23.075107,1, 1608, 1767479122, 0, 0, -17000, 0, 0, 0, 0, 5435, 114, 21, -62.00
2026-01-03T23:25:24.071769,1, 1609, 1767479123, 0, 0, -17000, 0, 0, 0, 0, 5476, 115, 22, -62.00
2026-01-03T23:25:25.074335,1, 1610, 1767479124, 0, 0, -17000, 0, 0, 0, 0, 5466, 114, 22, -61.00
2026-01-03T23:25:26.067810,1, 1611, 1767479125, 0, 0, -17000, 0, 0, 0, 0, 5445, 116, 21, -62.00
2026-01-03T23:25:27.064256,1, 1612, 1767479126, 0, 0, -17000, 0, 0, 0, 0, 5445, 116, 21, -61.00
2026-01-03T23:25:28.064162,1, 1613, 1767479127, 0, 0, -17000, 0, 0, 0, 0, 5476, 114, 21, -62.00
2026-01-03T23:25:29.071572,1, 1614, 1767479128, 0, 0, -17000, 0, 0, 0, 0, 5476, 114, 22, -62.00
2026-01-03T23:25:30.075845,1, 1615, 1767479129, 0, 0, -17000, 0, 0, 0, 0, 5476, 115, 21, -61.00
2026-01-03T23:25:31.016871,1, 1616, 1767479130, 0, 0, -17000, 0, 0, 0, 0, 5506, 114, 21, -61.00
2026-01-03T23:25:32.064420,1, 1617, 1767479131, 0, 0, -17000, 0, 0, 0, 0, 5456, 115, 22, -60.00
2026-01-03T23:25:33.070280,1, 1618, 1767479132, 0, 0, -17000, 0, 0, 0, 0, 5466, 114, 21, -60.00
2026-01-03T23:25:34.067334,1, 1619, 1767479133, 0, 0, -17000, 0, 0, 0, 0, 5456, 114, 21, -59.00
2026-01-03T23:25:35.064903,1, 1620, 1767479134, 0, 0, -17000, 0, 0, 0, 0, 5466, 115, 22, -58.00
2026-01-03T23:25:36.077681,1, 1621, 1767479135, 0, 0, -17000, 0, 0, 0, 0, 5456, 116, 21, -59.00
2026-01-03T23:25:37.067895,1, 1622, 1767479136, 0, 0, -17000, 0, 0, 0, 0, 5466, 115, 21, -59.00
2026-01-03T23:25:38.813783,1, 1623, 1767479137, 0, 0, -17000, 0, 0, 0, 0, 5466, 115, 21, -59.00
