timestamp,serial_number,packet_counter,unix_time,lat,lon,alt_m,vspeed_ms,espeed_ms,nspeed_ms,satellites,temp_c,rh_percent,battery_v,rssi_dbm,pressure_hpa,dewpoint_c,mixing_ratio,theta,theta_e
2026-01-03T23:12:03.072183,1,808,1767478322,0.0,0.0,-17.0,0.0,0.0,0.0,0,17.584375,57.0,0.28470588235294114,-62,1034.0,8.960754812397255,6.9665549319290125,287.9675222084313,305.6785040813349
2026-01-03T23:12:04.081019,1,809,1767478323,0.0,0.0,-17.0,0.0,0.0,0.0,0,17.615625,57.0,0.28470588235294114,-62,1034.0,8.989971504394054,6.980462941485634,287.9984748093029,305.74581350787145
2026-01-03T23:12:05.077309,1,810,1767478324,0.0,0.0,-17.0,0.0,0.0,0.0,0,17.553125,57.5,0.28470588235294114,-62,1034.0,9.06112822525464,7.014347737947078,287.93656960755976,305.7727576774297
2026-01-03T23:12:06.071288,1,811,1767478325,0.0,0.0,-17.0,0.0,0.0,0.0,0,17.553125,57.0,0.28470588235294114,-61,1034.0,8.931537888711265,6.952671619542908,287.93656960755976,305.61126318826746
2026-01-03T23:12:07.076675,1,812,1767478326,0.0,0.0,-17.0,0.0,0.0,0.0,0,17.553125,57.5,0.28470588235294114,-61,1034.0,9.06112822525464,7.014347737947078,287.93656960755976,305.7727576774297
2026-01-03T23:12:08.065648,1,813,1767478327,0.0,0.0,-17.0,0.0,0.0,0.0,0,17.459375,57.5,0.28470588235294114,-61,1034.0,8.97338592519874,6.972473355565726,287.84371180494514,305.5704160585886
2026-01-03T23:12:09.076243,1,814,1767478328,0.0,0.0,-17.0,0.0,0.0,0.0,0,17.396875,57.0,0.28470588235294114,-61,1034.0,8.785449794847088,6.883624159713927,287.781806603202,305.2760824446828
2026-01-03T23:12:10.080610,1,815,1767478329,0.0,0.0,-17.0,0.0,0.0,0.0,0,17.396875,57.5,0.28470588235294114,-62,1034.0,8.914889916238497,6.944681005222066,287.781806603202,305.4358655513867
2026-01-03T23:12:11.082593,1,816,1767478330,0.0,0.0,-17.0,0.0,0.0,0.0,0,17.396875,57.5,0.28470588235294114,-63,1034.0,8.914889916238497,6.944681005222066,287.781806603202,305.4358655513867
2026-01-03T23:12:12.072139,1,817,1767478331,0.0,0.0,-17.0,0.0,0.0,0.0,0,17.33125,57.5,0.28470588235294114,-62,1034.0,8.853468123320283,6.915605322633436,287.7168061413718,305.2948823683084
2026-01-03T23:12:13.077790,1,818,1767478332,0.0,0.0,-17.0,0.0,0.0,0.0,0,17.33125,57.0,0.28470588235294114,-63,1034.0,8.724091068077833,6.854806893307069,287.7168061413718,305.13581287078335
2026-01-03T23:12:14.082252,1,819,1767478333,0.0,0.0,-17.0,0.0,0.0,0.0,0,17.396875,57.0,0.28470588235294114,-63,1034.0,8.785449794847088,6.883624159713927,287.781806603202,305.2760824446828
2026-01-03T23:12:15.082312,1,820,1767478334,0.0,0.0,-17.0,0.0,0.0,0.0,0,17.396875,57.5,0.2717647058823529,-64,1034.0,8.914889916238497,6.944681005222066,287.781806603202,305.4358655513867
2026-01-03T23:12:16.081945,1,821,1767478335,0.0,0.0,-17.0,0.0,0.0,0.0,0,17.26875,57.0,0.28470588235294114,-64,1034.0,8.665653235423633,6.827461859867162,287.6549009396287,305.0024997619953
2026-01-03T23:12:17.070698,1,822,1767478336,0.0,0.0,-17.0,0.0,0.0,0.0,0,17.26875,58.0,0.28470588235294114,-64,1034.0,8.923298785690621,6.9485799972211595,287.6549009396287,305.31939794194517
2026-01-03T23:12:18.092706,1,823,1767478337,0.0,0.0,-17.0,0.0,0.0,0.0,0,17.2375,57.5,0.2717647058823529,-65,1034.0,8.765720957116612,6.874256800327684,287.62394833875715,305.0939995533208
2026-01-03T23:12:19.081197,1,824,1767478338,0.0,0.0,-17.0,0.0,0.0,0.0,0,17.2375,57.5,0.28470588235294114,-64,1034.0,8.765720957116612,6.874256800327684,287.62394833875715,305.0939995533208
2026-01-03T23:12:20.073631,1,825,1767478339,0.0,0.0,-17.0,0.0,0.0,0.0,0,17.2375,57.5,0.28470588235294114,-65,1034.0,8.765720957116612,6.874256800327684,287.62394833875715,305.0939995533208
2026-01-03T23:12:21.069822,1,826,1767478340,0.0,0.0,-17.0,0.0,0.0,0.0,0,17.20625,57.5,0.28470588235294114,-65,1034.0,8.73647144477664,6.860522996301497,287.5929957378856,305.0271745196254
2026-01-03T23:12:22.083718,1,827,1767478341,0.0,0.0,-17.0,0.0,0.0,0.0,0,17.175,57.5,0.28470588235294114,-64,1034.0,8.707221703962833,6.846813646352231,287.5620431370141,304.9604172356486
2026-01-03T23:12:23.063232,1,828,1767478342,0.0,0.0,-17.0,0.0,0.0,0.0,0,17.14375,57.5,0.28470588235294114,-64,1034.0,8.67797173467251,6.833128711985082,287.53109053614253,304.89372758016697
2026-01-03T23:12:24.079424,1,829,1767478343,0.0,0.0,-17.0,0.0,0.0,0.0,0,17.14375,57.5,0.28470588235294114,-64,1034.0,8.67797173467251,6.833128711985082,287.53109053614253,304.89372758016697
2026-01-03T23:12:25.068109,1,830,1767478344,0.0,0.0,-17.0,0.0,0.0,0.0,0,17.175,58.0,0.28470588235294114,-60,1034.0,8.835460841142833,6.907012291872247,287.5620431370141,305.11791129378594
2026-01-03T23:12:36.070958,1,841,1767478355,0.0,0.0,-17.0,0.0,0.0,0.0,0,17.2375,57.5,0.28470588235294114,-63,1034.0,8.765720957116612,6.874256800327684,287.62394833875715,305.0939995533208
2026-01-03T23:12:37.074408,1,842,1767478356,0.0,0.0,-17.0,0.0,0.0,0.0,0,17.26875,57.5,0.28470588235294114,-64,1034.0,8.794970240985428,6.888015096980072,287.6549009396287,305.160892458182
2026-01-03T23:12:38.074718,1,843,1767478357,0.0,0.0,-17.0,0.0,0.0,0.0,0,17.20625,57.5,0.28470588235294114,-63,1034.0,8.73647144477664,6.860522996301497,287.5929957378856,305.0271745196254
2026-01-03T23:12:39.082241,1,844,1767478358,0.0,0.0,-17.0,0.0,0.0,0.0,0,17.26875,57.0,0.28470588235294114,-64,1034.0,8.665653235423633,6.827461859867162,287.6549009396287,305.0024997619953
2026-01-03T23:12:40.076254,1,845,1767478359,0.0,0.0,-17.0,0.0,0.0,0.0,0,17.2375,57.5,0.28470588235294114,-64,1034.0,8.765720957116612,6.874256800327684,287.62394833875715,305.0939995533208
2026-01-03T23:12:41.075911,1,846,1767478360,0.0,0.0,-17.0,0.0,0.0,0.0,0,17.20625,58.0,0.28470588235294114,-65,1034.0,8.864740381234238,6.920843503916651,287.5929957378856,305.1850050336877
2026-01-03T23:12:42.064046,1,847,1767478361,0.0,0.0,-17.0,0.0,0.0,0.0,0,17.175,57.5,0.28470588235294114,-63,1034.0,8.707221703962833,6.846813646352231,287.5620431370141,304.9604172356486
2026-01-03T23:12:43.074484,1,848,1767478362,0.0,0.0,-17.0,0.0,0.0,0.0,0,17.175,58.5,0.28470588235294114,-63,1034.0,8.96272819550806,6.9672224639637115,287.5620431370141,305.27551686794317
2026-01-03T23:12:44.081933,1,849,1767478363,0.0,0.0,-17.0,0.0,0.0,0.0,0,17.05,58.0,0.28470588235294114,-63,1034.0,8.718340428295082,6.851933434863254,287.43823273352785,304.8502182369282
