timestamp,SN,counter,time,lat,lon,alt,vSpeed,eSpeed,nSpeed,sats,temp,rh,battery,rssi
2026-01-03T23:09:35.083432,1, 660, 1767478174, 0, 0, -17000, 0, 0, 0, 0, 5516, 115, 22, -62.00
2026-01-03T23:09:36.071241,1, 661, 1767478175, 0, 0, -17000, 0, 0, 0, 0, 5526, 114, 22, -61.00
2026-01-03T23:09:37.076270,1, 662, 1767478176, 0, 0, -17000, 0, 0, 0, 0, 5536, 116, 22, -61.00
2026-01-03T23:09:38.075672,1, 663, 1767478177, 0, 0, -17000, 0, 0, 0, 0, 5536, 116, 22, -60.00
2026-01-03T23:09:39.071894,1, 664, 1767478178, 0, 0, -17000, 0, 0, 0, 0, 5587, 115, 22, -59.00
2026-01-03T23:09:40.081293,1, 665, 1767478179, 0, 0, -17000, 0, 0, 0, 0, 5567, 114, 22, -59.00
2026-01-03T23:09:41.070406,1, 666, 1767478180, 0, 0, -17000, 0, 0, 0, 0, 5567, 116, 22, -59.00
2026-01-03T23:09:42.073594,1, 667, 1767478181, 0, 0, -17000, 0, 0, 0, 0, 5556, 113, 22, -60.00
2026-01-03T23:09:43.083381,1, 668, 1767478182, 0, 0, -17000, 0, 0, 0, 0, 5556, 115, 22, -60.00
2026-01-03T23:09:44.072881,1, 669, 1767478183, 0, 0, -17000, 0, 0, 0, 0, 5556, 114, 22, -60.00
2026-01-03T23:09:45.087626,1, 670, 1767478184, 0, 0, -17000, 0, 0, 0, 0, 5556, 116, 22, -60.00
2026-01-03T23:09:46.088295,1, 671, 1767478185, 0, 0, -17000, 0, 0, 0, 0, 5556, 115, 22, -59.00
2026-01-03T23:09:47.067490,1, 672, 1767478186, 0, 0, -17000, 0, 0, 0, 0, 5546, 116, 22, -59.00
2026-01-03T23:09:48.069611,1, 673, 1767478187, 0, 0, -17000, 0, 0, 0, 0, 5577, 115, 22, -59.00
2026-01-03T23:09:49.069465,1, 674, 1767478188, 0, 0, -17000, 0, 0, 0, 0, 5577, 116, 22, -59.00
2026-01-03T23:09:50.081019,1, 675, 1767478189, 0, 0, -17000, 0, 0, 0, 0, 5577, 115, 22, -59.00
2026-01-03T23:09:51.062151,1, 676, 1767478190, 0, 0, -17000, 0, 0, 0, 0, 5567, 115, 22, -59.00
2026-01-03T23:09:52.068512,1, 677, 1767478191, 0, 0, -17000, 0, 0, 0, 0, 5577, 115, 22, -59.00
2026-01-03T23:09:53.075927,1, 678, 1767478192, 0, 0, -17000, 0, 0, 0, 0, 5587, 115, 22, -59.00
2026-01-03T23:09:54.081439,1, 679, 1767478193, 0, 0, -17000, 0, 0, 0, 0, 5567, 115, 22, -58.00
2026-01-03T23:09:55.072268,1, 680, 1767478194, 0, 0, -17000, 0, 0, 0, 0, 5536, 114, 22, -59.00
2026-01-03T23:09:56.070258,1, 681, 1767478195, 0, 0, -17000, 0, 0, 0, 0, 5546, 114, 22, -59.00
2026-01-03T23:09:57.084298,1, 682, 1767478196, 0, 0, -17000, 0, 0, 0, 0, 5546, 115, 22, -59.00
2026-01-03T23:09:58.070372,1, 683, 1767478197, 0, 0, -17000, 0, 0, 0, 0, 5556, 115, 22, -60.00
2026-01-03T23:09:59.072428,1, 684, 1767478198, 0, 0, -17000, 0, 0, 0, 0, 5556, 115, 22, -59.00
2026-01-03T23:10:00.079231,1, 685, 1767478199, 0, 0, -17000, 0, 0, 0, 0, 5587, 115, 22, -59.00
2026-01-03T23:10:01.090975,1, 686, 1767478200, 0, 0, -17000, 0, 0, 0, 0, 5556, 116, 22, -60.00
2026-01-03T23:10:02.075436,1, 687, 1767478201, 0, 0, -17000, 0, 0, 0, 0, 5556, 114, 22, -60.00
